Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_116_689,VPWR,li1,322.9200,329.1200,1.800000
FILLER_116_679,VPWR,li1,318.3200,329.1200,1.800000
FILLER_116_676,VPWR,li1,317.1700,329.1200,1.800000
FILLER_116_673,VPWR,li1,315.7900,329.1200,1.800000
FILLER_116_669,VPWR,li1,313.9500,329.1200,1.800000
FILLER_116_666,VPWR,li1,312.5700,329.1200,1.800000
FILLER_116_663,VPWR,li1,311.1900,329.1200,1.800000
FILLER_116_660,VPWR,li1,309.8100,329.1200,1.800000
FILLER_116_651,VPWR,li1,305.2100,329.1200,1.800000
FILLER_116_648,VPWR,li1,304.2900,329.1200,1.800000
FILLER_116_645,VPWR,li1,302.9100,329.1200,1.800000
FILLER_116_643,VPWR,li1,301.5300,329.1200,1.800000
FILLER_116_640,VPWR,li1,300.6100,329.1200,1.800000
FILLER_116_637,VPWR,li1,299.2300,329.1200,1.800000
FILLER_116_634,VPWR,li1,297.8500,329.1200,1.800000
FILLER_116_631,VPWR,li1,296.4700,329.1200,1.800000
FILLER_116_620,VPWR,li1,291.4100,329.1200,1.800000
FILLER_116_617,VPWR,li1,290.0300,329.1200,1.800000
FILLER_116_614,VPWR,li1,288.4200,329.1200,1.800000
FILLER_116_611,VPWR,li1,287.2700,329.1200,1.800000
FILLER_116_608,VPWR,li1,285.8900,329.1200,1.800000
FILLER_116_605,VPWR,li1,284.5100,329.1200,1.800000
FILLER_116_602,VPWR,li1,283.1300,329.1200,1.800000
FILLER_116_592,VPWR,li1,278.3000,329.1200,1.800000
FILLER_116_589,VPWR,li1,277.1500,329.1200,1.800000
FILLER_116_585,VPWR,li1,275.3100,329.1200,1.800000
FILLER_116_582,VPWR,li1,273.9300,329.1200,1.800000
FILLER_116_579,VPWR,li1,272.5500,329.1200,1.800000
FILLER_116_576,VPWR,li1,271.1700,329.1200,1.800000
FILLER_116_573,VPWR,li1,269.7900,329.1200,1.800000
FILLER_116_564,VPWR,li1,265.1900,329.1200,1.800000
FILLER_116_561,VPWR,li1,264.2700,329.1200,1.800000
FILLER_116_559,VPWR,li1,262.8900,329.1200,1.800000
FILLER_116_556,VPWR,li1,261.9700,329.1200,1.800000
FILLER_116_553,VPWR,li1,260.5900,329.1200,1.800000
FILLER_116_550,VPWR,li1,259.2100,329.1200,1.800000
FILLER_116_547,VPWR,li1,257.8300,329.1200,1.800000
FILLER_116_544,VPWR,li1,256.4500,329.1200,1.800000
FILLER_116_533,VPWR,li1,251.3900,329.1200,1.800000
FILLER_116_530,VPWR,li1,249.7800,329.1200,1.800000
FILLER_116_527,VPWR,li1,248.6300,329.1200,1.800000
FILLER_116_518,VPWR,li1,244.0300,329.1200,1.800000
FILLER_116_515,VPWR,li1,243.1100,329.1200,1.800000
FILLER_116_505,VPWR,li1,238.2800,329.1200,1.800000
FILLER_116_503,VPWR,li1,237.1300,329.1200,1.800000
FILLER_116_500,VPWR,li1,236.2100,329.1200,1.800000
FILLER_116_497,VPWR,li1,234.8300,329.1200,1.800000
FILLER_116_494,VPWR,li1,233.4500,329.1200,1.800000
FILLER_116_477,VPWR,li1,225.1700,329.1200,1.800000
FILLER_116_475,VPWR,li1,224.2500,329.1200,1.800000
FILLER_116_472,VPWR,li1,223.3300,329.1200,1.800000
FILLER_116_469,VPWR,li1,221.9500,329.1200,1.800000
FILLER_116_466,VPWR,li1,220.5700,329.1200,1.800000
FILLER_116_463,VPWR,li1,219.1900,329.1200,1.800000
FILLER_116_449,VPWR,li1,212.5200,329.1200,1.800000
FILLER_116_413,VPWR,li1,195.7300,329.1200,1.800000
FILLER_116_410,VPWR,li1,194.8100,329.1200,1.800000
FILLER_116_407,VPWR,li1,193.4300,329.1200,1.800000
FILLER_116_404,VPWR,li1,192.0500,329.1200,1.800000
FILLER_116_401,VPWR,li1,190.6700,329.1200,1.800000
FILLER_116_391,VPWR,li1,185.6100,329.1200,1.800000
FILLER_116_388,VPWR,li1,184.6900,329.1200,1.800000
FILLER_116_385,VPWR,li1,183.3100,329.1200,1.800000
FILLER_116_382,VPWR,li1,181.9300,329.1200,1.800000
FILLER_116_379,VPWR,li1,180.5500,329.1200,1.800000
FILLER_116_376,VPWR,li1,179.1700,329.1200,1.800000
FILLER_116_373,VPWR,li1,177.7900,329.1200,1.800000
FILLER_116_353,VPWR,li1,168.5900,329.1200,1.800000
FILLER_116_345,VPWR,li1,164.6800,329.1200,1.800000
FILLER_116_333,VPWR,li1,159.3900,329.1200,1.800000
FILLER_116_330,VPWR,li1,158.0100,329.1200,1.800000
FILLER_116_327,VPWR,li1,156.6300,329.1200,1.800000
FILLER_116_324,VPWR,li1,155.2500,329.1200,1.800000
FILLER_116_321,VPWR,li1,153.8700,329.1200,1.800000
FILLER_116_318,VPWR,li1,152.4900,329.1200,1.800000
FILLER_116_315,VPWR,li1,151.1100,329.1200,1.800000
FILLER_116_312,VPWR,li1,149.7300,329.1200,1.800000
FILLER_116_309,VPWR,li1,148.3500,329.1200,1.800000
FILLER_116_299,VPWR,li1,143.2900,329.1200,1.800000
FILLER_116_296,VPWR,li1,142.3700,329.1200,1.800000
FILLER_116_293,VPWR,li1,140.9900,329.1200,1.800000
FILLER_116_290,VPWR,li1,139.6100,329.1200,1.800000
FILLER_116_287,VPWR,li1,138.2300,329.1200,1.800000
FILLER_116_284,VPWR,li1,136.8500,329.1200,1.800000
FILLER_116_281,VPWR,li1,135.4700,329.1200,1.800000
FILLER_116_271,VPWR,li1,130.4100,329.1200,1.800000
FILLER_116_268,VPWR,li1,129.4900,329.1200,1.800000
FILLER_116_265,VPWR,li1,128.1100,329.1200,1.800000
FILLER_116_262,VPWR,li1,126.7300,329.1200,1.800000
FILLER_116_259,VPWR,li1,125.3500,329.1200,1.800000
FILLER_116_256,VPWR,li1,123.9700,329.1200,1.800000
FILLER_116_253,VPWR,li1,122.5900,329.1200,1.800000
FILLER_116_243,VPWR,li1,117.5300,329.1200,1.800000
FILLER_116_240,VPWR,li1,116.6100,329.1200,1.800000
FILLER_116_237,VPWR,li1,115.2300,329.1200,1.800000
FILLER_116_234,VPWR,li1,113.8500,329.1200,1.800000
FILLER_116_231,VPWR,li1,112.4700,329.1200,1.800000
FILLER_116_228,VPWR,li1,111.0900,329.1200,1.800000
FILLER_116_225,VPWR,li1,109.7100,329.1200,1.800000
FILLER_116_215,VPWR,li1,104.6500,329.1200,1.800000
FILLER_116_212,VPWR,li1,103.7300,329.1200,1.800000
FILLER_116_209,VPWR,li1,102.3500,329.1200,1.800000
FILLER_116_206,VPWR,li1,100.9700,329.1200,1.800000
FILLER_116_203,VPWR,li1,99.5900,329.1200,1.800000
FILLER_116_200,VPWR,li1,98.2100,329.1200,1.800000
FILLER_116_197,VPWR,li1,96.8300,329.1200,1.800000
FILLER_116_187,VPWR,li1,91.7700,329.1200,1.800000
FILLER_116_184,VPWR,li1,90.8500,329.1200,1.800000
FILLER_116_181,VPWR,li1,89.4700,329.1200,1.800000
FILLER_116_178,VPWR,li1,88.0900,329.1200,1.800000
FILLER_116_175,VPWR,li1,86.7100,329.1200,1.800000
FILLER_116_172,VPWR,li1,85.3300,329.1200,1.800000
FILLER_116_169,VPWR,li1,83.9500,329.1200,1.800000
FILLER_116_167,VPWR,li1,82.5700,329.1200,1.800000
FILLER_116_156,VPWR,li1,77.9700,329.1200,1.800000
FILLER_116_153,VPWR,li1,76.5900,329.1200,1.800000
FILLER_116_150,VPWR,li1,75.2100,329.1200,1.800000
FILLER_116_147,VPWR,li1,73.8300,329.1200,1.800000
FILLER_116_144,VPWR,li1,72.4500,329.1200,1.800000
FILLER_116_141,VPWR,li1,71.0700,329.1200,1.800000
FILLER_116_138,VPWR,li1,69.4600,329.1200,1.800000
FILLER_116_128,VPWR,li1,64.8600,329.1200,1.800000
FILLER_116_125,VPWR,li1,63.7100,329.1200,1.800000
FILLER_116_122,VPWR,li1,62.3300,329.1200,1.800000
FILLER_116_119,VPWR,li1,60.9500,329.1200,1.800000
FILLER_116_116,VPWR,li1,59.5700,329.1200,1.800000
FILLER_116_113,VPWR,li1,58.1900,329.1200,1.800000
FILLER_116_109,VPWR,li1,56.3500,329.1200,1.800000
FILLER_116_100,VPWR,li1,51.7500,329.1200,1.800000
FILLER_116_97,VPWR,li1,50.8300,329.1200,1.800000
FILLER_116_94,VPWR,li1,49.4500,329.1200,1.800000
FILLER_116_91,VPWR,li1,48.0700,329.1200,1.800000
FILLER_116_88,VPWR,li1,46.6900,329.1200,1.800000
FILLER_116_85,VPWR,li1,45.3100,329.1200,1.800000
FILLER_116_83,VPWR,li1,43.9300,329.1200,1.800000
FILLER_116_80,VPWR,li1,43.0100,329.1200,1.800000
FILLER_116_69,VPWR,li1,37.9500,329.1200,1.800000
FILLER_116_66,VPWR,li1,36.5700,329.1200,1.800000
FILLER_116_63,VPWR,li1,35.1900,329.1200,1.800000
FILLER_116_60,VPWR,li1,33.8100,329.1200,1.800000
FILLER_116_57,VPWR,li1,32.4300,329.1200,1.800000
FILLER_116_54,VPWR,li1,30.8200,329.1200,1.800000
FILLER_116_51,VPWR,li1,29.6700,329.1200,1.800000
FILLER_116_41,VPWR,li1,24.8400,329.1200,1.800000
FILLER_116_38,VPWR,li1,23.6900,329.1200,1.800000
FILLER_116_35,VPWR,li1,22.3100,329.1200,1.800000
FILLER_116_32,VPWR,li1,20.9300,329.1200,1.800000
FILLER_116_29,VPWR,li1,19.5500,329.1200,1.800000
FILLER_116_25,VPWR,li1,17.7100,329.1200,1.800000
FILLER_116_22,VPWR,li1,16.3300,329.1200,1.800000
FILLER_116_11,VPWR,li1,11.2700,329.1200,1.800000
FILLER_115_682,VPWR,li1,319.4700,323.6800,1.799998
FILLER_115_679,VPWR,li1,318.5500,323.6800,1.799998
FILLER_115_676,VPWR,li1,317.1700,323.6800,1.799998
FILLER_115_673,VPWR,li1,315.7900,323.6800,1.799998
FILLER_115_671,VPWR,li1,314.4100,323.6800,1.799998
FILLER_115_668,VPWR,li1,313.4900,323.6800,1.799998
FILLER_115_665,VPWR,li1,312.1100,323.6800,1.799998
FILLER_115_662,VPWR,li1,310.7300,323.6800,1.799998
FILLER_115_659,VPWR,li1,309.3500,323.6800,1.799998
FILLER_115_656,VPWR,li1,307.9700,323.6800,1.799999
FILLER_115_653,VPWR,li1,306.5900,323.6800,1.799999
FILLER_115_650,VPWR,li1,305.2100,323.6800,1.799999
FILLER_115_647,VPWR,li1,303.8300,323.6800,1.799999
FILLER_115_644,VPWR,li1,302.4500,323.6800,1.799999
FILLER_115_641,VPWR,li1,301.0700,323.6800,1.799999
FILLER_115_638,VPWR,li1,299.6900,323.6800,1.799999
FILLER_115_635,VPWR,li1,298.3100,323.6800,1.799999
FILLER_115_632,VPWR,li1,296.9300,323.6800,1.799999
FILLER_115_629,VPWR,li1,295.5500,323.6800,1.799999
FILLER_115_626,VPWR,li1,294.1700,323.6800,1.799999
FILLER_115_623,VPWR,li1,292.7900,323.6800,1.799999
FILLER_115_620,VPWR,li1,291.4100,323.6800,1.799999
FILLER_115_617,VPWR,li1,290.0300,323.6800,1.799999
FILLER_115_615,VPWR,li1,288.6500,323.6800,1.799999
FILLER_115_612,VPWR,li1,287.7300,323.6800,1.799999
FILLER_115_609,VPWR,li1,286.3500,323.6800,1.799999
FILLER_115_606,VPWR,li1,284.9700,323.6800,1.799999
FILLER_115_603,VPWR,li1,283.5900,323.6800,1.799999
FILLER_115_600,VPWR,li1,282.2100,323.6800,1.799999
FILLER_115_597,VPWR,li1,280.8300,323.6800,1.799999
FILLER_115_594,VPWR,li1,279.4500,323.6800,1.799999
FILLER_115_591,VPWR,li1,278.0700,323.6800,1.799999
FILLER_115_588,VPWR,li1,276.6900,323.6800,1.799999
FILLER_115_585,VPWR,li1,275.3100,323.6800,1.799999
FILLER_115_582,VPWR,li1,273.9300,323.6800,1.799998
FILLER_115_579,VPWR,li1,272.5500,323.6800,1.799998
FILLER_115_576,VPWR,li1,271.1700,323.6800,1.799998
FILLER_115_573,VPWR,li1,269.7900,323.6800,1.799998
FILLER_115_570,VPWR,li1,268.4100,323.6800,1.799998
FILLER_115_567,VPWR,li1,267.0300,323.6800,1.799998
FILLER_115_564,VPWR,li1,265.6500,323.6800,1.799998
FILLER_115_561,VPWR,li1,264.2700,323.6800,1.799998
FILLER_115_557,VPWR,li1,262.4300,323.6800,1.799998
FILLER_115_554,VPWR,li1,261.0500,323.6800,1.799998
FILLER_115_551,VPWR,li1,259.6700,323.6800,1.799998
FILLER_115_548,VPWR,li1,258.2900,323.6800,1.799997
FILLER_115_545,VPWR,li1,256.9100,323.6800,1.799997
FILLER_115_542,VPWR,li1,255.5300,323.6800,1.799997
FILLER_115_539,VPWR,li1,254.1500,323.6800,1.799997
FILLER_115_536,VPWR,li1,252.7700,323.6800,1.799997
FILLER_115_533,VPWR,li1,251.3900,323.6800,1.799997
FILLER_115_505,VPWR,li1,238.0500,323.6800,1.799991
FILLER_115_503,VPWR,li1,237.1300,323.6800,1.799990
FILLER_115_500,VPWR,li1,236.2100,323.6800,1.799990
FILLER_115_497,VPWR,li1,234.8300,323.6800,1.799990
FILLER_115_494,VPWR,li1,233.4500,323.6800,1.799990
FILLER_115_470,VPWR,li1,222.4100,323.6800,1.799989
FILLER_115_404,VPWR,li1,191.8200,323.6800,1.799990
FILLER_115_401,VPWR,li1,190.6700,323.6800,1.799990
FILLER_115_389,VPWR,li1,185.1500,323.6800,1.799990
FILLER_115_386,VPWR,li1,183.7700,323.6800,1.799990
FILLER_115_340,VPWR,li1,162.1500,323.6800,1.799992
FILLER_115_337,VPWR,li1,161.2300,323.6800,1.799991
FILLER_115_284,VPWR,li1,136.6200,323.6800,1.799995
FILLER_115_281,VPWR,li1,135.4700,323.6800,1.799995
FILLER_115_279,VPWR,li1,134.0900,323.6800,1.799996
FILLER_115_276,VPWR,li1,133.1700,323.6800,1.799996
FILLER_115_273,VPWR,li1,131.7900,323.6800,1.799997
FILLER_115_270,VPWR,li1,130.4100,323.6800,1.799998
FILLER_115_267,VPWR,li1,129.0300,323.6800,1.799998
FILLER_115_264,VPWR,li1,127.6500,323.6800,1.799998
FILLER_115_261,VPWR,li1,126.2700,323.6800,1.799998
FILLER_115_258,VPWR,li1,124.8900,323.6800,1.799998
FILLER_115_255,VPWR,li1,123.5100,323.6800,1.799998
FILLER_115_252,VPWR,li1,122.1300,323.6800,1.799998
FILLER_115_249,VPWR,li1,120.7500,323.6800,1.799999
FILLER_115_246,VPWR,li1,119.3700,323.6800,1.799999
FILLER_115_243,VPWR,li1,117.9900,323.6800,1.799999
FILLER_115_240,VPWR,li1,116.6100,323.6800,1.799999
FILLER_115_237,VPWR,li1,115.2300,323.6800,1.799999
FILLER_115_234,VPWR,li1,113.8500,323.6800,1.799999
FILLER_115_231,VPWR,li1,112.4700,323.6800,1.799999
FILLER_115_228,VPWR,li1,111.0900,323.6800,1.799999
FILLER_115_225,VPWR,li1,109.7100,323.6800,1.799999
